# Header FITS:
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT:   FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:42:07.809
# DATE-END: 2025-01-20T21:42:08.868
# TSTART: 1737409327809.25
# TSTOP: 1737409328809.25
# DATE: 2025-01-20T21:42:10
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1724415220547
# DEC: 22.0158814577905
# EQUINOX: 2000.0
# CRVAL1: 84.1724415220547
# CRVAL2: 22.0158814577905
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000861115267841922
# CD1_2: 0.00161047308448476
# CD2_1: -0.00161020020414466
# CD2_2: -0.000861328581722839
# A_ORDER: 2
# A_0_2: -1.69621017547948e-07
# A_1_1: 9.03725648287174e-08
# A_2_0: -2.1087012804289e-07
# B_ORDER: 2
# B_0_2: 1.41398846162423e-07
# B_1_1: -2.34730550380642e-07
# B_2_0: 3.89861428660601e-07
# AP_ORDER: 2
# AP_0_0: 1.67400295663829e-06
# AP_0_1: -2.16241891909814e-07
# AP_0_2: 1.69619911226323e-07
# AP_1_0: 2.48089857063418e-07
# AP_1_1: -9.03698167662555e-08
# AP_2_0: 2.10867182696897e-07
# BP_ORDER: 2
# BP_0_0: -3.90396457892924e-06
# BP_0_1: 2.88971745321529e-07
# BP_0_2: -1.41397009085661e-07
# BP_1_0: -4.73863981438033e-07
# BP_1_1: 2.34727060411486e-07
# BP_2_0: -3.89854411366368e-07
# NOME_FILE_FITS: 20250120_214207.fits
#
# PARAMETRI SEGMENTAZIONE:
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,kron_flux,kron_manuale_seg,kron_manuale_aper,somma_apertura_ultimo_pixel,raggio_kron_aper,run_id,img_index,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,1730.5463217936026,1669.3660098125538,1679.9271633817684,1668.8625675571861,6.065178371997543,1,42,SI (Rank 5),II/389/ps1_dr2,1.3270081294269011e+17,81.29417628,20.58289277,13.1611
RA_81.464__DEC_21.133,2604.063388505087,23.627010098300435,81.46422074690001,21.132647095508304,26.0,23.0,NO,273.49883577439647,254.67566743071328,255.59646236166657,236.9141310126106,4.003097738625063,1,42,SI (Rank 2),II/389/ps1_dr2,1.3335081466134982e+17,81.46601453,21.13263068,13.9154
RA_81.464__DEC_21.133,2604.063388505087,23.627010098300435,81.46422074690001,21.132647095508304,26.0,23.0,NO,273.49883577439647,254.67566743071328,255.59646236166657,236.9141310126106,4.003097738625063,1,42,SI (Rank 3),II/389/ps1_dr2,1.3335081457515206e+17,81.45750563502,21.1262615312,14.9213
RA_81.464__DEC_21.133,2604.063388505087,23.627010098300435,81.46422074690001,21.132647095508304,26.0,23.0,NO,273.49883577439647,254.67566743071328,255.59646236166657,236.9141310126106,4.003097738625063,1,42,SI (Rank 1),I/239/hip_main,25385.0,81.4653225298,21.1325115058,8.77
RA_81.702__DEC_21.196,2517.358132594618,116.1258803088189,81.70214480172855,21.19613537661917,17.0,22.0,NO,152.60438490263735,150.34162503742678,150.34162503742678,125.29739845121935,3.5,1,42,SI (Rank 1),II/389/ps1_dr2,1.3343081703234528e+17,81.70307622,21.19571641,10.0469
RA_81.702__DEC_21.196,2517.358132594618,116.1258803088189,81.70214480172855,21.19613537661917,17.0,22.0,NO,152.60438490263735,150.34162503742678,150.34162503742678,125.29739845121935,3.5,1,42,SI (Rank 2),II/389/ps1_dr2,1.3343081702949514e+17,81.703003,21.195618,10.154
RA_81.702__DEC_21.196,2517.358132594618,116.1258803088189,81.70214480172855,21.19613537661917,17.0,22.0,NO,152.60438490263735,150.34162503742678,150.34162503742678,125.29739845121935,3.5,1,42,SI (Rank 3),II/389/ps1_dr2,1.334308169294727e+17,81.69301666675,21.19337287008,13.9687
RA_81.702__DEC_21.196,2517.358132594618,116.1258803088189,81.70214480172855,21.19613537661917,17.0,22.0,NO,152.60438490263735,150.34162503742678,150.34162503742678,125.29739845121935,3.5,1,42,SI (Rank 4),II/389/ps1_dr2,1.3343081703783542e+17,81.70371126,21.19561726,14.5555
RA_81.702__DEC_21.196,2517.358132594618,116.1258803088189,81.70214480172855,21.19613537661917,17.0,22.0,NO,152.60438490263735,150.34162503742678,150.34162503742678,125.29739845121935,3.5,1,42,SI (Rank 5),II/389/ps1_dr2,1.3343081702160531e+17,81.70213257,21.19573998,14.6298
RA_81.760__DEC_20.557,2815.318284117055,302.32987444706407,81.7598064145833,20.557435894414112,10.0,14.0,NO,107.46829708244545,98.70015829340109,98.70015829340109,61.71188077288681,3.5,1,42,SI (Rank 2),II/389/ps1_dr2,1.3266081761901904e+17,81.76202518,20.55729081,11.0991
